2026-08-16T11:30:38Z [extract] HD 2026-03-18__hd-us-20260318-fy-10k__828355.md: 0 facts, 0 rejected
2026-08-16T11:33:01Z [extract] HAS 2026-02-27__has-ln-20260227-h1-8k__642921.md: 21 facts, 15 rejected
2026-08-16T11:33:07Z [extract] HAS 2026-07-10__has-ln-20260710-q4-8k__1572805.md: 17 facts, 38 rejected
2026-08-16T11:33:10Z [extract] HAS 2026-01-14__has-ln-20260114-q2-8k__401006.md: 17 facts, 57 rejected
2026-08-16T11:33:19Z [extract] HAS 2025-06-19__has-ln-20250619-q4-8k__119747.md: 14 facts, 0 rejected
2026-08-16T11:33:24Z [extract] HAS 2025-08-21__has-ln-20250821-h2-8k-2__671218.md: 28 facts, 5 rejected
2026-08-16T11:33:28Z [extract] HAS 2025-08-21__has-ln-20250821-h2-8k__143890.md: 16 facts, 8 rejected
2026-08-16T11:33:30Z [extract] HAS 2025-10-10__has-ln-20251010-q1-8k__148167.md: 38 facts, 36 rejected
2026-08-16T11:33:41Z [extract] HAS 2025-02-20__has-ln-20250220-q2-8k__119730.md: 6 facts, 6 rejected
2026-08-16T11:33:44Z [extract] HAS 2025-04-16__has-ln-20250416-q3-8k__119733.md: 22 facts, 35 rejected
2026-08-16T11:33:47Z [extract] HAS 2025-01-15__has-ln-20250115-q2-8k__119724.md: 21 facts, 16 rejected
2026-08-16T11:33:47Z [extract] HAS 2024-10-11__has-ln-20241011-q1-8k__119745.md: 3 facts, 16 rejected
2026-08-16T11:33:59Z [extract] HAS 2024-08-22__has-ln-20240822-h2-8k-2__671217.md: 10 facts, 6 rejected
2026-08-16T11:34:00Z [extract] HAS 2024-07-11__has-ln-20240711-q4-8k__119729.md: 2 facts, 16 rejected
2026-08-16T11:34:02Z [extract] HAS 2024-04-16__has-ln-20240416-q3-8k__119732.md: 2 facts, 32 rejected
2026-08-16T11:34:08Z [extract] HAS 2024-08-22__has-ln-20240822-h2-8k__119721.md: 30 facts, 20 rejected
2026-08-16T11:34:18Z [extract] DE 2026-05-21__de-us-20260521-q2-8k-2__1042168.md: 12 facts, 0 rejected
2026-08-16T11:34:19Z [extract] DE 2026-05-21__de-us-20260521-q2-10q__1055929.md: 8 facts, 4 rejected
2026-08-16T11:34:22Z [extract] DE 2026-05-28__de-us-20260528-q2-10q__1055932.md: 4 facts, 8 rejected
2026-08-16T11:34:28Z [extract] DE 2026-02-19__de-us-20260219-q1-10q__648937.md: 4 facts, 2 rejected
2026-08-16T11:34:28Z [extract] DE 2026-02-26__de-us-20260226-q1-10q__636995.md: 4 facts, 2 rejected
2026-08-16T11:34:29Z [extract] DE 2026-02-19__de-us-20260219-q1-8k__603009.md: 2 facts, 4 rejected
2026-08-16T11:34:31Z [extract] DE 2025-12-18__de-us-20251218-fy-10k__393777.md: 0 facts, 1 rejected
2026-08-16T11:34:32Z [extract] DE 2025-11-26__de-us-20251126-q4-10k__469216.md: 0 facts, 0 rejected
2026-08-16T11:34:45Z [extract] DE 2025-08-15__de-us-20250815-q3-8k__143410.md: 8 facts, 8 rejected
2026-08-16T11:34:46Z [extract] DE 2025-11-26__de-us-20251126-q4-8k__361233.md: 26 facts, 6 rejected
2026-08-16T11:34:47Z [extract] DE 2025-08-14__de-us-20250814-q3-10q__155834.md: 4 facts, 2 rejected
2026-08-16T11:34:53Z [extract] DE 2025-02-13__de-us-20250213-q1-10q__105832.md: 4 facts, 2 rejected
2026-08-16T11:34:54Z [extract] DE 2025-05-15__de-us-20250515-q2-10q__105831.md: 8 facts, 4 rejected
2026-08-16T11:34:55Z [extract] DE 2025-05-15__de-us-20250515-q2-8k__105808.md: 12 facts, 0 rejected
2026-08-16T11:35:04Z [extract] DE 2025-02-13__de-us-20250213-q1-8k__105841.md: 6 facts, 0 rejected
2026-08-16T11:41:18Z [extract] DE 2026-05-21__de-us-20260521-q2-8k__1042167.md: EXTRACTION FAILED openai: response was not valid JSON: Expecting value: line 1 column 1 (char 0)

