2026-08-16T12:01:45Z [extract] HD 2026-03-18__hd-us-20260318-fy-10k__828355.md: 0 facts, 0 rejected
2026-08-16T12:01:45Z [extract] ADI 2026-05-20__adi-us-20260520-q2-10q__1040607.md: 4 facts, 4 rejected
2026-08-16T12:01:45Z [extract] ADI 2026-05-20__adi-us-20260520-q2-8k__1040581.md: 17 facts, 4 rejected
2026-08-16T12:01:45Z [extract] ADI 2026-05-20__adi-us-20260520-q2-8k-2__1040614.md: 16 facts, 0 rejected
2026-08-16T12:01:45Z [extract] ADI 2026-02-18__adi-us-20260218-q1-8k-2__602115.md: 11 facts, 2 rejected
2026-08-16T12:01:45Z [extract] ADI 2025-11-25__adi-us-20251125-q4-8k__361005.md: 16 facts, 1 rejected
2026-08-16T12:01:45Z [extract] ADI 2025-08-21__adi-us-20250821-q3-10q__143765.md: 2 facts, 2 rejected
2026-08-16T12:01:45Z [extract] ADI 2025-11-25__adi-us-20251125-q4-10k__361135.md: 0 facts, 0 rejected
2026-08-16T12:01:46Z [extract] ADI 2025-08-20__adi-us-20250820-q3-10q__143734.md: 4 facts, 4 rejected
2026-08-16T12:01:46Z [extract] ADI 2025-08-20__adi-us-20250820-q3-8k__155976.md: 8 facts, 2 rejected
2026-08-16T12:01:46Z [extract] ADI 2025-05-22__adi-us-20250522-q2-10q__102677.md: 4 facts, 4 rejected
2026-08-16T12:01:46Z [extract] ADI 2025-05-22__adi-us-20250522-q2-8k__102679.md: 17 facts, 4 rejected
2026-08-16T12:01:46Z [extract] ADI 2025-02-19__adi-us-20250219-q1-10q__102664.md: 2 facts, 2 rejected
2026-08-16T12:01:46Z [extract] ADI 2025-02-19__adi-us-20250219-q1-8k__102670.md: 10 facts, 4 rejected
2026-08-16T12:01:46Z [extract] ADI 2024-11-26__adi-us-20241126-q4-10k__102663.md: 0 facts, 0 rejected
2026-08-16T12:01:46Z [extract] ADI 2024-11-26__adi-us-20241126-q4-8k__102666.md: 17 facts, 4 rejected
2026-08-16T12:01:46Z [extract] HAS 2026-07-10__has-ln-20260710-q4-8k__1572805.md: 5 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2026-01-14__has-ln-20260114-q2-8k__401006.md: 4 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2026-04-16__has-ln-20260416-q3-8k-2__955907.md: 6 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2026-02-27__has-ln-20260227-h1-8k__642921.md: 9 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2025-10-10__has-ln-20251010-q1-8k__148167.md: 5 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2025-08-21__has-ln-20250821-h2-8k__143890.md: 6 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2025-06-19__has-ln-20250619-q4-8k__119747.md: 4 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2025-08-21__has-ln-20250821-h2-8k-2__671218.md: 18 facts, 7 rejected
2026-08-16T12:01:46Z [extract] HAS 2025-04-16__has-ln-20250416-q3-8k__119733.md: 3 facts, 1 rejected
2026-08-16T12:01:46Z [extract] HAS 2025-01-15__has-ln-20250115-q2-8k__119724.md: 3 facts, 1 rejected
2026-08-16T12:01:46Z [extract] HAS 2024-10-11__has-ln-20241011-q1-8k__119745.md: 2 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2025-02-20__has-ln-20250220-q2-8k__119730.md: 18 facts, 7 rejected
2026-08-16T12:01:46Z [extract] HAS 2024-08-22__has-ln-20240822-h2-8k-2__671217.md: 5 facts, 2 rejected
2026-08-16T12:01:46Z [extract] HAS 2024-07-11__has-ln-20240711-q4-8k__119729.md: 3 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2024-04-16__has-ln-20240416-q3-8k__119732.md: 7 facts, 0 rejected
2026-08-16T12:01:46Z [extract] HAS 2024-08-22__has-ln-20240822-h2-8k__119721.md: 16 facts, 11 rejected
2026-08-16T12:01:46Z [extract] DE 2026-05-21__de-us-20260521-q2-8k-2__1042168.md: 10 facts, 2 rejected
2026-08-16T12:01:46Z [extract] DE 2026-05-21__de-us-20260521-q2-10q__1055929.md: 8 facts, 4 rejected
2026-08-16T12:01:46Z [extract] DE 2026-05-28__de-us-20260528-q2-10q__1055932.md: 0 facts, 12 rejected
2026-08-16T12:01:46Z [extract] DE 2026-05-21__de-us-20260521-q2-8k__1042167.md: 34 facts, 6 rejected
2026-08-16T12:01:46Z [extract] DE 2026-02-26__de-us-20260226-q1-10q__636995.md: 4 facts, 2 rejected
2026-08-16T12:01:46Z [extract] DE 2025-12-18__de-us-20251218-fy-10k__393777.md: 0 facts, 0 rejected
2026-08-16T12:01:46Z [extract] DE 2026-02-19__de-us-20260219-q1-8k__603009.md: 20 facts, 4 rejected
2026-08-16T12:01:46Z [extract] DE 2026-02-19__de-us-20260219-q1-10q__648937.md: 4 facts, 2 rejected
2026-08-16T12:01:46Z [extract] DE 2025-11-26__de-us-20251126-q4-10k__469216.md: 0 facts, 0 rejected
2026-08-16T12:01:46Z [extract] DE 2025-08-15__de-us-20250815-q3-8k__143410.md: 6 facts, 6 rejected
2026-08-16T12:01:47Z [extract] DE 2025-08-14__de-us-20250814-q3-10q__155834.md: 2 facts, 10 rejected
2026-08-16T12:01:47Z [extract] DE 2025-11-26__de-us-20251126-q4-8k__361233.md: 10 facts, 2 rejected
2026-08-16T12:01:47Z [extract] DE 2025-05-15__de-us-20250515-q2-10q__105831.md: 8 facts, 4 rejected
2026-08-16T12:01:47Z [extract] DE 2025-05-15__de-us-20250515-q2-8k__105808.md: 10 facts, 2 rejected
2026-08-16T12:01:47Z [extract] DE 2025-02-13__de-us-20250213-q1-8k__105841.md: 4 facts, 2 rejected
2026-08-16T12:01:47Z [extract] DE 2025-02-13__de-us-20250213-q1-10q__105832.md: 4 facts, 2 rejected
